,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
90,大成景安短融债券A,20中信,3.60%,20国开,2.88%,20电网,2.88%,20南新,1.73%,20附息,1.59%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,大成景安短融债券B,20中信,3.60%,20国开,2.88%,20电网,2.88%,20南新,1.73%,20附息,1.59%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,大成景兴信用债债券A,19皖投02,9.64%,19甘国,9.62%,19北汽09,9.60%,20东莞,7.73%,20古井,7.72%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,大成景兴信用债债券C,19皖投02,9.64%,19甘国,9.62%,19北汽09,9.60%,20东莞,7.73%,20古井,7.72%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,中信保诚嘉鸿债券A,18农发,14.37%,20交通,9.25%,17国开,8.34%,18徽商,5.36%,20浦发,5.21%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,中信保诚嘉鸿债券C,18农发,14.37%,20交通,9.25%,17国开,8.34%,18徽商,5.36%,20浦发,5.21%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,民生加银策略精选混合A,中国中免,9.24%,宝信软件,7.52%,分众传媒,6.46%,金山办公,6.40%,顺丰控股,5.50%,宁德时代,5.47%,歌尔股份,5.00%,贵州茅台,4.98%,东方财富,4.83%,韦尔股份,3.60%,国开1805,1.57%,21国债⑺,1.29%,16国债19,0.87%,20国债,0.78%,16国债07,0.34%,0,0,0,0,0,0,0,0,0,0
97,民生加银岁岁增利债券A,19国开,24.20%,20国开,11.12%,20华夏,8.57%,18上海10,7.03%,18国开,6.84%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,民生加银岁岁增利债券C,19国开,24.20%,20国开,11.12%,20华夏,8.57%,18上海10,7.03%,18国开,6.84%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,富国国有企业债债券A/B,20国开,11.47%,20北京,11.12%,18东方,6.09%,18扬州,6.04%,18赣国,5.94%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,富国国有企业债债券C,20国开,11.47%,20北京,11.12%,18东方,6.09%,18扬州,6.04%,18赣国,5.94%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,融通增强收益债券A,三一重工,1.19%,贵州茅台,0.88%,立讯精密,0.78%,中国中免,0.69%,恒立液压,0.66%,长春高新,0.60%,宁德时代,0.54%,洋河股份,0.47%,汇川技术,0.43%,潍柴动力,0.41%,20进出,22.10%,20国开,22.04%,国开1805,11.16%,20国债10,8.40%,浦发转债,7.66%,0,0,0,0,0,0,0,0,0,0
102,鹏华双债加利债券,兴业银行,0.83%,ST抚钢,0.68%,中国平安,0.60%,东方财富,0.56%,中科创达,0.55%,春秋航空,0.53%,智飞生物,0.52%,深信服,0.49%,中国太保,0.49%,贝达药业,0.46%,19电建Y3,5.00%,20国君G6,4.63%,20资本Y2,4.61%,20国债10,4.11%,20金华,3.84%,0,0,0,0,0,0,0,0,0,0
103,易方达高等级信用债债券A,16甘公,3.04%,17大连,2.53%,19日照,2.37%,18国开,2.12%,20国开,2.04%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,易方达高等级信用债债券C,16甘公,3.04%,17大连,2.53%,19日照,2.37%,18国开,2.12%,20国开,2.04%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,华安双债添利债券A,索通发展,0.39%,拓邦股份,0.23%,20进出,7.14%,18沪临,4.81%,19甬交,4.81%,16穗建03,4.79%,19南方,4.79%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,华安双债添利债券C,索通发展,0.39%,拓邦股份,0.23%,20进出,7.14%,18沪临,4.81%,19甬交,4.81%,16穗建03,4.79%,19南方,4.79%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,大成景旭纯债债券A,20农发,13.79%,19国开,11.64%,20国开,9.04%,19国开,7.44%,19国开,6.99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,大成景旭纯债债券C,20农发,13.79%,19国开,11.64%,20国开,9.04%,19国开,7.44%,19国开,6.99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,国投瑞银策略精选混合,亿纬锂能,6.08%,贵州茅台,5.27%,中国平安,4.23%,美的集团,3.87%,海大集团,3.53%,璞泰来,3.44%,中国巨石,3.06%,中信证券,3.05%,青岛啤酒,2.96%,伊利股份,2.95%,国开1805,3.30%,国开1702,2.65%,16国债19,1.97%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,中海信息产业精选混合,火炬电子,6.87%,振华科技,6.46%,航天发展,6.19%,鸿远电子,6.09%,宏达电子,5.88%,中国长城,5.02%,紫光国微,4.88%,航天电器,4.70%,景嘉微,4.59%,中航电子,4.07%,海兰转债,0.36%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,广发聚优灵活配置混合A,贵州茅台,9.77%,泸州老窖,9.71%,五 粮 液,9.25%,迈瑞医疗,6.21%,顺鑫农业,5.84%,万华化学,5.08%,扬农化工,4.94%,海尔智家,4.90%,恒生电子,4.70%,中国中免,4.53%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,易方达裕丰回报债券,隆基股份,2.73%,福斯特,2.26%,扬农化工,1.88%,药明康德,1.66%,海康威视,1.40%,亿联网络,1.26%,通策医疗,1.10%,顺鑫农业,0.89%,联化科技,0.74%,天坛生物,0.61%,20诚通,1.09%,光大转债,1.02%,20进出,1.00%,G三峡EB1,0.97%,20国开,0.93%,0,0,0,0,0,0,0,0,0,0
113,华泰柏瑞量化增强混合A,贵州茅台,4.81%,中国平安,4.08%,五 粮 液,2.49%,美的集团,2.44%,招商银行,2.21%,三一重工,1.90%,平安银行,1.51%,杭州银行,1.36%,中国太保,1.36%,信捷电气,1.25%,大秦转债,0.06%,大参转债,0.01%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,汇添富美丽30混合,贵州茅台,9.73%,五 粮 液,8.24%,中国中免,7.78%,药明康德,7.61%,美年健康,6.24%,用友网络,5.73%,千禾味业,5.67%,亿纬锂能,5.18%,芒果超媒,4.86%,石头科技,4.39%,立讯转债,0.01%,华海转债,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,汇添富高息债债券A,19国债,4.68%,16渝迈,3.61%,17荆州,2.31%,16宜环,2.04%,20今世,2.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,汇添富高息债债券C,19国债,4.68%,16渝迈,3.61%,17荆州,2.31%,16宜环,2.04%,20今世,2.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,嘉实沪深300指数研究增强,贵州茅台,5.38%,中国平安,5.22%,招商银行,4.08%,中信证券,3.63%,五 粮 液,3.30%,兴业银行,2.99%,美的集团,2.79%,立讯精密,2.49%,平安银行,2.40%,恒瑞医药,2.19%,18国开,0.89%,20国债,0.44%,大秦转债,0.17%,鸿路转债,0.01%,0,0,0,0,0,0,0,0,0,0,0,0
118,广发美国房地产指数,安博,6.78%,易昆尼克斯,6.00%,大众仓储信托,3.48%,数字房地产,3.45%,西蒙地产,2.64%,Wellt,2.51%,亚历山大房,2.13%,艾芙隆海湾,2.13%,Realt,2.04%,公平住屋,2.01%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,广发美国房地产指数现汇,安博,6.78%,易昆尼克斯,6.00%,大众仓储信托,3.48%,数字房地产,3.45%,西蒙地产,2.64%,Wellt,2.51%,亚历山大房,2.13%,艾芙隆海湾,2.13%,Realt,2.04%,公平住屋,2.01%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,景顺长城四季金利债券A,20国债,21.64%,16国债07,20.28%,16凤凰EB,8.58%,17中油EB,5.36%,中天转债,4.14%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,景顺长城四季金利债券C,20国债,21.64%,16国债07,20.28%,16凤凰EB,8.58%,17中油EB,5.36%,中天转债,4.14%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,嘉实丰益策略定期债券,玲珑轮胎,0.55%,裕同科技,0.25%,20国开,3.69%,20国开,2.94%,17乌城,2.27%,17津城,2.23%,18特变Y1,2.22%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,工银添福债券A,中国平安,2.95%,隆基股份,2.41%,海康威视,2.09%,比亚迪,2.09%,保利地产,1.72%,中信证券,1.61%,恒力石化,1.21%,青松股份,0.81%,16凤凰EB,8.88%,17中油EB,8.77%,16光大02,7.20%,16疏浚,7.19%,16皖新EB,6.78%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,工银添福债券B,中国平安,2.95%,隆基股份,2.41%,海康威视,2.09%,比亚迪,2.09%,保利地产,1.72%,中信证券,1.61%,恒力石化,1.21%,青松股份,0.81%,16凤凰EB,8.88%,17中油EB,8.77%,16光大02,7.20%,16疏浚,7.19%,16皖新EB,6.78%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,华泰柏瑞季季红债券,20国开,5.78%,20国开,5.50%,20国开,5.16%,20国开,3.71%,20中信,3.56%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,华泰柏瑞丰盛纯债债券A,20国开,7.67%,20进出,7.51%,20国开,5.72%,20国开,5.71%,18农发,5.09%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,华泰柏瑞丰盛纯债债券C,20国开,7.67%,20进出,7.51%,20国开,5.72%,20国开,5.71%,18农发,5.09%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,易方达丰华债券A,福斯特,2.82%,海康威视,2.16%,隆基股份,2.05%,药明康德,1.32%,柏楚电子,1.08%,亿联网络,1.05%,顺鑫农业,0.99%,联化科技,0.99%,恒生电子,0.89%,通策医疗,0.88%,20附息,7.99%,20兴业,2.76%,20中电,2.57%,20国开,2.27%,隆20转债,1.63%,0,0,0,0,0,0,0,0,0,0
129,中银新回报灵活配置混合A,贵州茅台,4.56%,洋河股份,1.35%,中国平安,1.28%,海尔智家,0.98%,长江电力,0.93%,五 粮 液,0.92%,格力电器,0.86%,平安银行,0.80%,大参林,0.78%,伊利股份,0.75%,20光证S1,3.13%,18国开,2.65%,20国君G9,2.53%,20华泰G9,2.53%,20平证08,2.00%,0,0,0,0,0,0,0,0,0,0
130,富国信用债债券A/B,19农发,1.87%,20进出,1.69%,18国开,1.57%,20兖煤03,1.40%,20国债10,1.27%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,富国信用债债券C,19农发,1.87%,20进出,1.69%,18国开,1.57%,20兖煤03,1.40%,20国债10,1.27%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,银华信用四季红债券A,16北方,2.94%,20附息,2.93%,20长江,2.90%,20光明02,2.37%,18国新,2.36%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,工银成长收益混合A,中国平安,0.87%,平安银行,0.81%,五 粮 液,0.80%,万华化学,0.76%,海康威视,0.61%,恒生电子,0.61%,兴业银行,0.61%,金雷股份,0.60%,福耀玻璃,0.60%,贵州茅台,0.58%,20国债,4.75%,18国际P2,4.20%,20铁塔,4.17%,20苏交G1,4.16%,18电科02,3.35%,0,0,0,0,0,0,0,0,0,0
134,工银成长收益混合B,中国平安,0.87%,平安银行,0.81%,五 粮 液,0.80%,万华化学,0.76%,海康威视,0.61%,恒生电子,0.61%,兴业银行,0.61%,金雷股份,0.60%,福耀玻璃,0.60%,贵州茅台,0.58%,20国债,4.75%,18国际P2,4.20%,20铁塔,4.17%,20苏交G1,4.16%,18电科02,3.35%,0,0,0,0,0,0,0,0,0,0
135,富国目标收益一年期纯债债券,19世园,6.66%,19金牛,6.66%,19建投,6.64%,19新希,6.64%,19伊犁02,6.63%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,国泰量化策略收益混合,贵州茅台,4.03%,五 粮 液,3.69%,中国中免,2.69%,中国平安,2.52%,美的集团,2.31%,恒瑞医药,2.26%,比亚迪,1.96%,三一重工,1.78%,云南白药,1.53%,交通银行,1.51%,20国债10,1.39%,20国债,1.25%,N韦尔转,0.01%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,博时岁岁增利一年定开债,17新鑫,6.85%,19天富债,5.08%,17安庆,4.53%,18泉州,3.56%,18绿港,3.48%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,诺安泰鑫一年定开债A,20邯郸,9.15%,20金高01,9.01%,17今世,8.13%,17昆明,8.06%,19国宏,8.05%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,易方达投资级信用债债券A,18国开,2.87%,20国开,2.86%,20进出,2.86%,20国开,2.86%,20国开,2.85%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,易方达投资级信用债债券C,18国开,2.87%,20国开,2.86%,20进出,2.86%,20国开,2.86%,20国开,2.85%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,建信双债增强债券A,16国债19,8.71%,核能转债,7.18%,17中油EB,7.03%,16中油05,6.95%,20国债10,6.84%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,建信双债增强债券C,16国债19,8.71%,核能转债,7.18%,17中油EB,7.03%,16中油05,6.95%,20国债10,6.84%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,信诚新兴产业混合,通威股份,5.44%,天赐材料,4.98%,当升科技,4.92%,新宙邦,4.81%,亿纬锂能,4.71%,阳光电源,4.67%,华友钴业,4.35%,宁德时代,4.21%,法拉电子,4.03%,隆基股份,3.73%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,泰信鑫益定期开放A,19国开,29.38%,18农发,14.81%,19国开,14.63%,19国开,14.42%,20进出,14.35%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,泰信鑫益定期开放C,19国开,29.38%,18农发,14.81%,19国开,14.63%,19国开,14.42%,20进出,14.35%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,广发成长优选混合,五 粮 液,2.08%,美的集团,2.05%,格力电器,1.48%,立讯精密,1.02%,宁德时代,0.98%,万 科Ａ,0.97%,东方财富,0.95%,平安银行,0.83%,海康威视,0.78%,京东方Ａ,0.72%,20进出,13.62%,国开1805,7.56%,16浙商,6.85%,20国债10,2.72%,国开1802,1.74%,0,0,0,0,0,0,0,0,0,0
147,广发趋势优选灵活配置混合A,中材科技,0.45%,卫星石化,0.44%,紫金矿业,0.41%,周大生,0.40%,京东方Ａ,0.37%,中航光电,0.36%,国药一致,0.35%,分众传媒,0.35%,桐昆股份,0.35%,澜起科技,0.34%,20中铁,1.50%,17恒健,1.29%,19中交,1.27%,12中船,1.21%,20进出,1.18%,0,0,0,0,0,0,0,0,0,0
148,华安黄金易ETF联接A,国开20,1.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,华安黄金易ETF联接C,国开20,1.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,国泰黄金ETF联接A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,博时裕益混合,华宇软件,9.30%,艾华集团,7.22%,和而泰,6.16%,天源迪科,5.87%,万兴科技,5.74%,云天化,5.57%,蓝晓科技,5.25%,江苏索普,5.14%,宇信科技,4.96%,海 利 得,4.83%,贝斯转债,1.14%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,富国医疗保健行业混合A,迈瑞医疗,9.40%,爱尔眼科,9.03%,药明康德,7.88%,凯莱英,6.02%,智飞生物,5.68%,康龙化成,5.64%,长春高新,5.35%,恒瑞医药,4.80%,健帆生物,4.69%,泰格医药,4.32%,06国开,1.51%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,汇添富年年利定开债A,18物美01,4.82%,19中交G1,4.81%,17电投04,4.77%,G17龙源1,4.74%,20国电02,4.71%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,汇添富年年利定开债C,18物美01,4.82%,19中交G1,4.81%,17电投04,4.77%,G17龙源1,4.74%,20国电02,4.71%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,华安年年红债券A,20上海,3.35%,20沪电,3.35%,20粤交,3.35%,20港兴,3.34%,16北汽,3.01%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,诺安稳固收益一年定开债,20国开,22.18%,20闽漳,5.49%,20鲁高,5.49%,20即墨,5.48%,20兴展,5.48%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,工银月月薪定期支付债券A,中国平安,1.38%,立讯精密,1.21%,隆基股份,1.18%,三一重工,1.12%,宁德时代,0.97%,五 粮 液,0.93%,迈瑞医疗,0.90%,海康威视,0.88%,东方财富,0.82%,福耀玻璃,0.76%,20国债,5.04%,12中船,4.36%,19金融,3.21%,19中航05,3.19%,19深业,3.19%,0,0,0,0,0,0,0,0,0,0
158,华安年年盈定开债A,20凤城,9.33%,20乌经,9.33%,20深燃,9.33%,20中国,9.32%,20大唐,9.32%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,华安年年盈定开债C,20凤城,9.33%,20乌经,9.33%,20深燃,9.33%,20中国,9.32%,20大唐,9.32%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,宝盈核心优势混合C,航天电器,10.01%,紫光国微,9.85%,金山办公,9.17%,闻泰科技,8.05%,通威股份,5.23%,新光光电,5.09%,睿创微纳,4.14%,中航光电,3.95%,方邦股份,3.57%,圣邦股份,3.38%,赣锋转债,9.08%,19中电EB,6.49%,20长沙,0.64%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,景顺长城策略精选灵活配置混合,新宙邦,8.79%,龙蟒佰利,8.01%,通威股份,5.70%,旗滨集团,5.37%,京东方Ａ,5.33%,扬杰科技,5.06%,帝尔激光,4.79%,宝丰能源,4.78%,博汇纸业,3.49%,隆基股份,3.49%,20进出,4.31%,国开20,0.88%,隆20转债,0.31%,万孚转债,0.06%,0,0,0,0,0,0,0,0,0,0,0,0
162,天弘稳利定期开放A,20中金09,9.80%,19建材12,9.73%,17北方01,8.19%,20津投17,8.02%,15中信02,7.41%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,天弘稳利定期开放B,20中金09,9.80%,19建材12,9.73%,17北方01,8.19%,20津投17,8.02%,15中信02,7.41%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,博时月月薪定期支付债券,16卓越,9.68%,17惠民,6.72%,19赣城投,6.71%,19荆门,6.28%,20国开,6.26%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,汇添富中证主要消费ETF联接,五 粮 液,0.16%,伊利股份,0.15%,贵州茅台,0.11%,海天味业,0.11%,泸州老窖,0.10%,洋河股份,0.09%,牧原股份,0.08%,山西汾酒,0.08%,通威股份,0.06%,温氏股份,0.05%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,工银金融地产混合A,宁波银行,9.80%,招商银行,9.75%,中国平安,9.28%,东方财富,7.21%,平安银行,5.63%,中国太保,4.47%,中信证券,4.33%,杭州银行,4.05%,光大银行,2.90%,保利地产,2.84%,20国开,1.85%,20国开,1.06%,20国开,0.68%,18国开,0.58%,18国开,0.39%,0,0,0,0,0,0,0,0,0,0
167,景顺长城景兴信用纯债债券A,18中交,7.16%,19中交,7.15%,18国开,7.14%,19福特,7.14%,19沪杭,7.13%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,景顺长城景兴信用纯债债券C,18中交,7.16%,19中交,7.15%,18国开,7.14%,19福特,7.14%,19沪杭,7.13%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,长城定开债A,20国开,14.03%,16国开,9.35%,15农发,4.80%,20金地,4.68%,20合川,4.67%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,长城定开债C,20国开,14.03%,16国开,9.35%,15农发,4.80%,20金地,4.68%,20合川,4.67%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,上投摩根红利回报混合A,三一重工,1.44%,宁波银行,1.37%,中南建设,1.13%,东方雨虹,1.11%,华泰证券,1.06%,海螺水泥,1.01%,平安银行,0.94%,新城控股,0.89%,保利地产,0.84%,紫金矿业,0.80%,16中车G2,7.55%,20国债,6.14%,14北辰02,5.10%,16光大02,5.04%,16华电03,5.04%,0,0,0,0,0,0,0,0,0,0
172,农银区间收益混合,宁德时代,6.26%,五 粮 液,3.92%,天赐材料,3.54%,立讯精密,2.94%,汇川技术,2.85%,应流股份,2.27%,中信证券,2.05%,振华科技,1.91%,韦尔股份,1.82%,今世缘,1.80%,20国债,7.96%,浦发转债,2.57%,光大转债,1.86%,中信转债,1.24%,新凤转债,0.97%,0,0,0,0,0,0,0,0,0,0
173,工银信息产业混合A,分众传媒,4.87%,杭氧股份,4.67%,东方财富,3.59%,海康威视,3.57%,阳光电源,3.53%,生益科技,3.36%,中航光电,3.29%,广联达,3.28%,宁德时代,3.26%,五 粮 液,2.92%,18国开,2.29%,18国开,1.14%,20附息,1.14%,20农发,1.13%,20进出,0.28%,0,0,0,0,0,0,0,0,0,0
174,博时内需增长混合,航发动力,8.77%,天赐材料,6.79%,洪都航空,6.29%,鸿远电子,5.52%,兴业银行,4.82%,捷佳伟创,4.81%,长城汽车,4.64%,紫金矿业,4.61%,恒瑞医药,4.34%,长安汽车,4.15%,红相转债,4.47%,火炬转债,4.28%,国开20,2.86%,国开1805,2.47%,紫金转债,2.43%,0,0,0,0,0,0,0,0,0,0
175,易方达恒久添利1年定开债A,20神华,5.22%,18京国,3.93%,17普洛,3.89%,20招证G4,3.84%,19蛇口02,3.83%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,易方达恒久添利1年定开债C,20神华,5.22%,18京国,3.93%,17普洛,3.89%,20招证G4,3.84%,19蛇口02,3.83%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,广发集利一年定开债A,20徽商,9.49%,20兴业G1,9.49%,G17龙源1,9.45%,20农业,9.42%,19招商G1,8.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,广发集利一年定开债C,20兴业G1,9.49%,20徽商,9.49%,G17龙源1,9.45%,20农业,9.42%,19招商G1,8.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,建信灵活配置混合,万 科Ａ,2.10%,贵州茅台,2.03%,中国平安,2.02%,中国建筑,2.00%,农业银行,1.99%,杉杉股份,1.55%,伊利股份,1.54%,隆盛科技,1.11%,海 利 得,1.05%,北新建材,1.02%,20国债,6.41%,20金霞,5.94%,20山西,5.94%,20易华,5.11%,16国债19,4.22%,0,0,0,0,0,0,0,0,0,0
180,中邮定开债A,18钱投债,8.19%,20泰山,7.87%,20东方01,7.85%,20甘公,7.81%,20蓝星,7.69%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,中邮定开债C,18钱投债,8.19%,20泰山,7.87%,20东方01,7.85%,20甘公,7.81%,20蓝星,7.69%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,华润元大安鑫灵活配置混合A,贵州茅台,3.08%,中国平安,2.83%,五 粮 液,1.73%,招商银行,1.61%,美的集团,1.41%,恒瑞医药,1.20%,格力电器,0.89%,兴业银行,0.89%,伊利股份,0.81%,中国中免,0.76%,20国债,1.64%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,广发亚太中高收益债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,广发亚太中高收益债券现汇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,博时双月薪定期支付债券,19天津,8.44%,19赣城投,8.23%,19赣州,7.55%,19武清,7.53%,16卓越,7.46%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
